jori ha jurgan be jurce rakū seme beiguwan obu ha .	verb e nv cm verb e comp nv verb e mark
efu gege de gala hanci takūrabu re jušen haha sunja ,	nv nv cm nv nv verb e nv nv nv mark
siden_i_hada de emu dedu he ,	nn cm nv verb e mark
○ cooha be gai fi fulha i hoton be dule me ji fi yafahala fi ali me gai habi ,	mark nv cm verb e nn cm nv cm verb e verb e verb e verb e verb e mark
weile gai me ,	nv verb e mark
amba sarin sarila ha ,	nv nv verb e mark
bangsu bi ,	nn verb mark
suwen i jalin de bi ambula aka me ,	pn cm nv cm pn nv verb e mark
ba_giya_ho_cang_tun i nan_jing_heo ,	nn cm nn mark
muse i jušen i morin i emgi adula ∅ ,	nv cm nv cm nv cm nv verb e mark
liyoodung de ara ha sejen i gese sejen ara fi ,	nn cm verb e nv cm nv nv verb e mark
afa fi jafabu ha niyalma ,	verb e verb e nv mark
yaya niyalma i beye ci jobolon tuci mbi se re ngge tere inu .	nv nv cm nv cm nv verb e verb e nmlz nv nv mark
hecen i dergi duka jaka i ulan i muke de niyalma morin saha me buce he ,	nv cm nv nv nv cm nv cm nv cm nv nv verb e verb e mark
gemu emu fisihe kai ,	nv nv nv ptcl mark
nikan be daila ki se mbi dere ,	nv cm verb e verb e ptcl mark
lenggeri ,	nv mark
fakūri yooni hala me etubu fi ,	nv nv verb e verb e mark
du_tang ,	nv mark
suwen de ambula gene fi bi se re ,	pn cm nv verb e verb verb e mark
sinda ha morin be si adarame baha mbi ,	verb e nv cm pn nv verb e mark
○ ginggūlda ,	mark nn mark
○ orin emu de ,	mark nv nv cm mark
niyalma wa ki seme gūni rakū kai ,	nv verb e comp verb e ptcl mark
šongkoro ,	nv mark
afa ci ,	verb e mark
○ gvlmahūn ,	mark nv mark
ali me gai hakū ,	verb e verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
nikan i hacin hacin i efin efibu me amba sarin sarila ha .	nv cm nv nv cm nv verb e nv nv verb e mark
○ udahai beiguwan ,	mark nn nv mark
nasan hengke juwe fan ,	nv nv nv nv mark
je ke muke be waliya fi ,	verb e nv cm verb e mark
ere mao_wen_lung julesi emu okson okso me baha rakū ,	nv nn nv nv nv verb e verb e mark
waka ba de ainu da mbi ,	nv nv cm nv verb e mark
○ orin juwe de ,	mark nv nv cm mark
han hendu me ,	nv verb e mark
○ juwan biya i juwan duin de monggo gurun i korcin i minggan_beile i sunjaci jui batma_taiji ,	mark nv nv cm nv nv cm nv nv cm nn cm nn cm nv nv nn mark
jeng_dung ,	nn mark
tonio ,	nv mark
usin weile re erin tuta rahū seme guwangning de tebu he .	nv verb e nv verb e comp nn cm verb e mark
ahūngga jui be doro jafabu ci ,	nv nv cm nv verb e mark
tuttu yabu ci ,	nv verb e mark
boigon be kice me ara ∅ ,	nv cm verb e verb e mark
namida_hari i sargan ji fi ,	nn cm nv verb e mark
liyoodung ni cooha ,	nn cm nv mark
○ xušalan be ,	mark nn cm mark
be te akda rakū .	pn nv verb e mark
emu suru morin gaji ha bi he ,	nv nv nv verb e verb e mark
tere boo tari re usin be gemu doigon de te icihiya fi bu mbi ,	nv nv verb e nv cm nv nv cm nv verb e verb e mark
han cooha bedere fi ,	nv nv verb e mark
ilan beile i cooha jugūn toso fi ,	nv nv cm nv nv verb e mark
sele i iogi i hergen be nakabu fi beiguwan obu ha ,	nv cm nv cm nv cm verb e nv verb e mark
jakūn niyalma i emgi acan dende fi gaji habi ,	nv nv cm nv nv verb e verb e mark
lioi_šūn_keo de gene fi hecen be afa me gai ha .	nn cm verb e nv cm verb e verb e mark
su_ši_deng baica hakū ,	nn verb e mark
amban sa toktobu fi jakūn wang de wesimbu ∅ ,	nv nv verb e nv nv cm verb e mark
○ orin nadan de ,	mark nv nv cm mark
min de adarame banji mbi ,	pn cm nv verb e mark
hūlha holo koimali jalingga ehe kiyangdu mujilen i banji re niyalma ,	nv nv nv nv nv nv nv cm verb e nv mark
jakūn gūsa i orin niyalma be tucibu fi ,	nv nv cm nv nv cm verb e mark
ilan haha de nene me emu hule gai ha ,	nv nv cm verb e nv nv verb e mark
jakūn guise ,	nv nv mark
ajige ihan be gaija rakū ,	nv nv cm verb e mark
hahana ,	nn mark
juwe doron bu fi unggi he .	nv nv verb e verb e mark
šanggiyan_fu i niyalma poo juwe jergi sinda ha ,	nn cm nv nv nv nv verb e mark
han hendu me ,	nv verb e mark
nikan i amba dain jide re be ,	nv cm nv nv verb e cm mark
otonggo ,	nn mark
kalka i joriktu_beile i duin niyalma ,	nv cm nn cm nv nv mark
gemu wa mbi ,	nv verb e mark
mafa min i emgi bi kini ,	nv pn cm nv verb e mark
ojin ,	nv mark
jori ha jurgan be jurce rakū seme beiguwan obu ha .	verb e nv cm verb e comp nv verb e mark
bi meni meni ba de encule me weile beidebu rakū ,	pn nv nv nv cm verb e nv verb e mark
beye mute ci ,	nv verb e mark
amasi bedere he ,	nv verb e mark
si ainu sarkū ,	pn nv nv mark
amba_beile hendu me ,	nn verb e mark
han i bithe ,	nv cm nv mark
hūda bu ki ,	nv verb e mark
dain o fi ufara ha kooli inu bi ,	nv verb e verb e nv nv verb mark
jase furdan be jafa ki ,	nv nv cm verb e mark
sure_genggiyen_han i ilibu ha eiten hacin i sain doro be ,	nn cm verb e nv nv cm nv nv cm mark
baindari si yehe i etenggi fon de narimbulu de da fi ,	nn pn nv cm nv nv cm nn cm verb e mark
emu niru i juwanta niyalma tucibu fi dangse ara ha .	nv nv cm nv nv verb e nv verb e mark
anggala i ton ambula gojime ,	nv cm nv nv nv mark
narin beiguwan be daise iogi sinda ha ,	nn nv cm nv nv verb e mark
jeku gai me yafahan cooha be gama me ,	nv verb e nv nv cm verb e mark
hai_si gitan_ho_wei i du_jy_hūi_ciyanši daiju i omolo manda ,	nn nn cm nv nn cm nv nv mark
sara emte ,	nv nv mark
eihen de yalubu ∅ ,	nv cm verb e mark
hai_jeo i tsanjiyang be sin de kamcibu ha ,	nn cm nv cm pn cm verb e mark
niyaman hūncihin seme harša rakū ,	nv nv comp verb e mark
juwan emuci jergi ,	nv nv nv mark
mahadan ,	nn mark
menggun be juwan jakūn ba de jafabu fi ,	nv cm nv nv nv cm verb e mark
jai hoton hecen weile re ,	nv nv nv verb e mark
ehe ba o fi baha hakū unggi he ,	nv nv verb e verb e verb e mark
eidu_baturu ,	nn mark
mursa juwe sin benji he .	nv nv nv verb e mark
samsu i ergume ,	nv cm nv mark
si gūwa be kadala ra niyalma ulin hūlha ci ,	pn nv cm verb e nv nv verb e mark
iogi tsanjiyang fakca hakū seme wesihun han de ala ∅ ,	nv nv verb e comp nv nv cm verb e mark
olji ara ∅ seme hendu he gisun de ,	nv verb e comp verb e nv cm mark
golo be bargiyabu re ejen manggūltai_beile de weile ara fi ,	nv cm verb e nv nn cm nv verb e mark
gosi re da de gosi kini .	verb e nv cm verb e mark
janggalji ,	nn mark
ilan biya i juwan de waji ha seme bithe ara fi du_tang de benji ∅ ,	nv nv cm nv cm verb e comp nv verb e nv cm verb e mark
in i cooha be geren seme ,	pn cm nv cm nv comp mark
amala geren cooha be gaji me ji kini seme fonji re jaka de ,	nv nv nv cm verb e verb e comp verb e nv cm mark
han in i emgi da ci gucule he be gūni me hokobu hakū ,	nv pn cm nv nv cm verb e cm verb e verb e mark
han i bithe ,	nv cm nv mark
duici_beile de emu jergi buda bene he bi he ,	nn cm nv nv nv verb e verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
tuttu beile se gene ci ,	nv nv nv verb e mark
ilan bedzung de ilata niyalma ,	nv nv cm nv nv mark
hai_si tiye_ling_wei i du_jy_hūi_tungjy šose i jui yatabu ,	nn nn cm nv nn cm nv nn mark
( ere gemu afabu ha hafan fudasihūn i haran kai ,	mark nv nv verb e nv nv cm nv ptcl mark
han i bithe ,	nv cm nv mark
ning_yuwan ci komso budun i haran waka ,	nn cm nv nv cm nv nv mark
min i beye ci ana me hendu re ngge ere inu ,	pn cm nv cm verb e verb e nmlz nv nv mark
men i jušen adarame taka fi jafa ha ,	pn cm nv nv verb e verb e mark
jing kemuni giyansi baha fi benji ci ,	nv nv nv verb e verb e mark
jui hūwang_yan_jeng be tukiye fi šeo_pu obu fi ,	nv nn cm verb e nv verb e mark
ilan minggan nikan ,	nv nv nv mark
min i deo morohon i eigen sargan be ,	pn cm nv nv cm nv nv cm mark
tere inenggi amba_beile guwangning ci isinji ha .	nv nv nn nn cm verb e mark
amban sa ji ci ,	nv nv verb e mark
giya_jing ni dehi duici aniya nadan biya i orin sunja de baha ha ,	nn cm nv nv nv nv nv cm nv nv cm verb e mark
min i kadala ra emu gala i cooha be han i fafun i kadala mbi ,	pn cm verb e nv nv cm nv cm nv cm nv cm verb e mark
jaka de uyun niru ,	nv cm nv nv mark
kalka i monggo be aca fi bošo me gama ra de ,	nv cm nv cm verb e verb e verb e cm mark
yabu ha niyalma be wa mbi ,	verb e nv cm verb e mark
han ,	nv mark
ere ilan weile ,	nv nv nv mark
tsanjiyang ni hergen bu he ,	nv cm nv verb e mark
niyalma be dahala ra ngge ili fi tuta ha ,	nv cm verb e nmlz verb e verb e mark
jang_ši_g'ao gebungge niyalma uka me gene re be ,	nn nv nv verb e verb e cm mark
○ ilan biya i ice inenggi ,	mark nv nv cm nv nv mark
yoto_beile ,	nn mark
hesihe i juse hehesi be gemu lafa de unggi ∅ ,	nn cm nv nv cm nv nn cm verb e mark
ere juwari ninggun biya i halhūn de ,	nv nv nv nv cm nv cm mark
juse omosi jalan hala me gosi re doro be ume lashala ra .	nv nv nv verb e verb e nv cm nv verb e mark
○ kalka i barin i nangnuk_taiji i elcin sunja niyalma ,	mark nv cm nv cm nn cm nv nv nv mark
gene he niyalma ulha bisi re be ,	verb e nv nv verb e cm mark
jang ni hoton ,	nv cm nv mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
u_ši_jai ,	nn mark
○ yabka be ,	mark nn cm mark
jai cimari tung_iogi be gama me ,	nv nv nn cm verb e mark
ehe be ehe seme han de ala mbi ,	nv cm nv comp nv cm verb e mark
uheri gūsin sunja niyalma be gai fi ,	nv nv nv nv cm verb e mark
wa ra ba o ci ,	verb e nv verb e mark
eidu_baturu i jušen ilan tanggū haha be gai ha ,	nn cm nv nv nv nv cm verb e mark
tere amban sa be dule me adarame hendu mbi ,	nv nv nv cm verb e nv verb e mark
pan fori ∅ ,	nv verb e mark
duin iogi gai fi emu minggan cooha gene he .	nv nv verb e nv nv nv verb e mark
suje boso ele tele bu fi unggi he .	nv nv verb e verb e verb e mark
yoo_jeo de benji ∅ ,	nn cm verb e mark
nunggan_subargan de ili fi ,	nn cm verb e mark
emu jergi buce re weile be guwebu mbi .	nv nv verb e nv cm verb e mark
malanggū ,	nv mark
duin mocin ,	nv nv mark
geren beile se ,	nv nv nv mark
ice nadan de hendu me ,	nv nv cm verb e mark
dain cooha de o ci ,	nv nv cm verb e mark
efule re ci uthai bibu re ngge dele ,	verb e cm nv verb e nmlz nv mark
ejen akū niyalma o ,	nv nv nv ptcl mark
sure_kundulen_han i isabu ha amba gurun be gemu neigen teksile me tolo fi ,	nn cm verb e nv nv cm nv nv verb e verb e mark
jobobu re de doso rakū cooha tuci ci ,	verb e cm verb e nv verb e mark
suwe jai min de akda mbi o ,	pn nv pn cm verb e ptcl mark
jori ha jurgan be jurce rakū seme beiguwan obu ha .	verb e nv cm verb e comp nv verb e mark
duin biya i juwan duin de gene fi ,	nv nv cm nv nv cm verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
korcin i manggūs_mafa i orin haha ,	nn cm nn cm nv nv mark
kalka i nangnuk_beile i ilan boigon juwan nadan niyalma ,	nv cm nn cm nv nv nv nv nv mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
afabu ha jurgan be kice me banji ki .	verb e nv cm verb e verb e mark
jaisai sin be inu uji fi sinda fi unggi he ,	nn pn cm nv verb e verb e verb e mark
birai_dergi yoo_jeo i hecen be gai mbi seme ji fi ,	nn nn cm nv cm verb e comp verb e mark
jang_lio ,	nn mark
malan ,	nn mark
šeo_pu hergen be wesibu fi ,	nv nv cm verb e mark
takūra ra aha ,	verb e nv mark
andala ilan ihan wa me sarila fi dung_ging de dosi ka ,	nv nv nv verb e verb e nn cm verb e mark
sese ara mbi seme tukiye fi ,	nv verb e comp verb e mark
morin susai funce me gai ha ,	nv nv verb e verb e mark
warka_fiyanggū be ,	nn cm mark
emu tungse ,	nv nv mark
jai dasa me in i tusa ara ha ba be beile se de bithe ara fi wesimbu re jaka de ,	nv verb e pn cm nv verb e nv cm nv nv cm nv verb e verb e nv cm mark
cen i cisu i hūlha me nikan be sucu fi ,	pn cm nv cm verb e nv cm verb e mark
cooha afabu fi ,	nv verb e mark
○ du_tang ni bithe wasimbu ha ,	mark nv cm nv verb e mark
ci_giya_pu ,	nn mark
abka na sa kini seme beile se i beye gashū ha de ,	nv nv verb e comp nv nv cm nv verb e cm mark
fujisa inu kiyoo de te rakū bi he ,	nv nv nv cm verb e verb e mark
šang ni dabala ,	nv cm ptcl mark
hai_jeo hecen dasa ra be ,	nn nv verb e cm mark
ginjeo de morin ulebu me ili ∅ ,	nn cm nv verb e verb e mark
ilaci jergi iogi obu ha ,	nv nv nv verb e mark
sunja morin ,	nv nv mark
engke_tabunang ni sargan ,	nn cm nv mark
embici suwen i dergi eshete ahūta be ume han tebu re ,	nv pn cm nv nv nv cm nv nv verb e mark
buhelji ,	nn mark
○ orin de ,	mark nv cm mark
te ere beikuwen de unggi ci ,	nv nv nv cm verb e mark
bi gurun nonggi ha ,	pn nv verb e mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
han hendu me ,	nv verb e mark
tere inenggi ,	nv nv mark
tongki fuka sinda ha hergen i dangse .	nv nv verb e nv cm nv mark
dorji ,	nn mark
○ ineku tere inenggi ,	mark nv nv nv mark
si min i niyaman i gese jui waka o ,	pn pn cm nv cm nv nv nv ptcl mark
han i bithe ,	nv cm nv mark
amasi orin nadan de isinji ha .	nv nv nv cm verb e mark
jušen ,	nv mark
fakca rakū ci ,	verb e e mark
guwangning ni duin tanggū hule jeku bu ∅ seme hendu fi unggi he .	nn cm nv nv nv nv verb e comp verb e verb e mark
moro ,	nv mark
beiguwan langge ,	nv nn mark
tofohoci jergi .	nv nv mark
meni meni kadala ra ba de ,	nv nv verb e nv cm mark
ere juwe doro i dube be ,	nv nv nv cm nv cm mark
dehi ulhūma ,	nv nv mark
gene he cooha i niyalma nikan i gašan de ume dosi re ,	verb e nv cm nv nv cm nv cm nv verb e mark
ninggun niyalma be gai fi orin nadan de uka me ji he .	nv nv cm verb e nv nv cm verb e verb e mark
nikan bithe taci fi ,	nv nv verb e mark
afabu ha jurgan be tondo i banji ki ,	verb e nv cm nv cm verb e mark
yoo_jeo de te he cooha ,	nn cm verb e nv mark
hecen be šurde me eyebu he ulan i muke i wargi si ki ,	nv cm verb e verb e nv cm nv cm nv verb e mark
olbo i niyalma ,	nv cm nv mark
wa fi aina mbi ,	verb e verb e mark
fu_an ,	nn mark
nikan cooha jase tuci fi ,	nv nv nv verb e mark
yenggei ,	nn mark
suwen i monggo gurun ,	pn cm nv nv mark
hūsibu bi kice me tondo i akūmbu ki ,	nn pn verb e nv cm verb e mark
geren beile se ,	nv nv nv mark
hetungge ba i harangga tal_ioi gašan i niyalma be ubaša ra hebe de daha ∅ bi ci ,	nn nv cm nv nn nv cm nv cm verb e nv cm verb e verb e mark
in i ahūn ukšan_taiji ,	pn cm nv nn mark
han be suilabu ha ngge ,	nv cm verb e nmlz mark
afa ki ,	verb e mark
in i in i sargan i emgi gama ha bi he ,	pn cm pn cm nv cm nv verb e verb e mark
untuhun beye amargi ci feksi me acana ∅ ,	nv nv nv cm verb e verb e mark
sirke ehe ,	nv nv mark
dabaša ra gisun be ume gisure re ,	verb e nv cm nv verb e mark
bi bisi rakū buce mbi ,	pn verb e verb e mark
han hendu me ,	nv verb e mark
uttu neigen uji re be ele rakū ,	nv nv verb e cm verb e mark
min i kadala ra emu gala i cooha be han i fafun i tondo i kadala mbi ,	pn cm verb e nv nv cm nv cm nv cm nv cm nv cm verb e mark
tofohoci jergi ,	nv nv mark
suwen i gurun i gese hafan sa i beye ,	pn cm nv cm nv nv nv cm nv mark
jori ha jurgan be jurce rakū seme ,	verb e nv cm verb e comp mark
tabai_age i emgi becunu me etuku be jafa ha seme ,	nn cm nv verb e nv cm verb e comp mark
○ tambai be ,	mark nn cm mark
sui_yang_di_han ,	nn mark
tuba de gene he ihan sejen be dabu me tumen sejen jalukiya me unggi mbi ,	nv cm verb e nv nv cm verb e nv nv verb e verb e mark
barin i sirhūnak i gurun ,	nv cm nn cm nv mark
sain be sain ,	nv cm nv mark
buya kutule yafahan niyalma ci wesihun ,	nv nv nv nv cm nv mark
emgeri daya de gene he elcin be toso fi etu he etuku gaji re ulha be gemu gai fi ,	nv nn cm verb e nv cm verb e verb e nv verb e nv cm nv verb e mark
juwe ulgiyan ,	nv nv mark
○ teling ,	mark nn mark
tere be donji fi daha ha dain i gurun gemu dasa me ubaša fi ,	nv cm verb e verb e nv cm nv nv verb e verb e mark
deiji kini ,	verb e mark
ere gai ha ulin be ,	nv verb e nv cm mark
kalka i joriktu_beile i nadan haha ,	nv cm nn cm nv nv mark
juwan niyalma ,	nv nv mark
babulai ,	nn mark
tsanjiyang de ninggute bu he ,	nv cm nv verb e mark
imio ,	nn mark
unggi fi muke dosimbu ha ba be si me ,	verb e nv verb e nv cm verb e mark
tanggū niyalma be kadala ra niyalma o ci ,	nv nv cm verb e nv verb e mark
juwan poo ,	nv nv mark
xušalan ,	nn mark
sure_kundulen_han hendu me ,	nn verb e mark
jakūnju boigon emu tanggū tofohon haha ,	nv nv nv nv nv nv mark
ere i gese guwangning ci ji he niyalma de hūda gai ha bi ci ,	nv cm nv nn cm verb e nv cm nv verb e verb e mark
nikan i mao_iogi ,	nv cm nn mark
han i elcin ,	nv cm nv mark
ere duin niyalma juwan juwe ci jergi ,	nv nv nv nv verb e nv mark
nikan i wan_lii_han i nene he ehe be gūni hakū ,	nv cm nn cm verb e nv cm verb e mark
nene me hendu me ,	verb e verb e mark
genggiyen_han i susai uyun se de ,	nn cm nv nv nv cm mark
hūwa_boo_cung ,	nn mark
jacin jui daišan_beile de ,	nv nv nn cm mark
dahai dahabu fi gaji ha niyalma duin tanggū ,	nn verb e verb e nv nv nv mark
jori ha jurgan be jurce rakū seme ilaci jergi iogi obu ha ,	verb e nv cm verb e comp nv nv nv verb e mark
nene he ehe be tooda me baili tusa isibu rakū ,	verb e nv cm verb e nv nv verb e mark
muke moo gaija ra ba be muse tuwakiya fi gaibu rakū ci ,	nv nv verb e nv cm pn verb e verb e e mark
emu kiru bu fi unggi he ,	nv nv verb e verb e mark
folo ho enggemu hadala toho hoi emu morin bu he ,	verb e nv nv verb e nv nv verb e mark
gašan i nikan i emgi ume bisi re .	nv cm nv cm nv nv verb e mark
ula de bolori cooha gene re de ,	nv cm nv nv verb e cm mark
bata kimun seme gida rakū ,	nv nv comp verb e mark
emu niyalma de ilan yan menggun šangna ra ,	nv nv cm nv nv nv verb e mark
tuttu han ,	nv nv mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
juse omosi jalan hala me gosi re doro be ume lashala ra .	nv nv nv verb e verb e nv cm nv verb e mark
olji icihiya me waji fi ,	nv verb e verb e mark
ilu ,	nn mark
erguwen i aniya ,	nv cm nv mark
afabu ha weile be mute mbi ,	verb e nv cm verb e mark
tere i amala ,	nv cm nv mark
hecen de te fi ali hakū burula me tuci ke ,	nv cm verb e verb e verb e verb e mark
korcin i minggan_mafa i jui se i elcin ,	nn cm nn cm nv nv cm nv mark
nikan i juwe hūlha ,	nv cm nv nv mark
gūsin uksin bu he ,	nv nv verb e mark
lioi_šūn_keo se re ba ci ebsi ,	nn verb e nv cm nv mark
han de ala ra jaka de ,	nv cm verb e nv cm mark
nikan iogi lii_wei_lung uka mbi seme ala ha heo_ši_giyūn be wesibu fi beiguwan obu ha .	nv nv nn verb e comp verb e nn cm verb e nv verb e mark
tondo banji re niyalma be geli wa ki seme ,	nv verb e nv cm nv verb e comp mark
darhan_hiya seme gebu bu he ,	nn comp nv verb e mark
tari ha jeku be gemu morin ulebu he ,	verb e nv cm nv nv verb e mark
han šangna me bithe unggi he ,	nv verb e nv verb e mark
dergi_mederi jakara me te fi daha rakū samsi fi bisi re gurun be gai ∅ seme unggi he .	nn verb e verb e verb e verb e verb e nv cm verb e comp verb e mark
muse de enteheme alban bu re niyalma waka ,	pn cm nv nv verb e nv nv mark
ganio jori ha gese lio_be_wen i gisun ,	nv verb e nv nn cm nv mark
orin be dule ke de ,	nv cm verb e cm mark
tainju ,	nn mark
abka ,	nv mark
emu jergi buce re weile be guwebu mbi .	nv nv verb e nv cm verb e mark
ice ninggun i inenggi muduri erin de afabu ha ngge ,	nv nv cm nv nv nv cm verb e nmlz mark
monggo i cahar han de jui bu me niyaman jafa ha be gūni ha de ,	nv cm nn nv cm nv verb e nv verb e cm verb e cm mark
jai gūsin nadan niyalma de ,	nv nv nv nv cm mark
bingtu i elcin ,	nn cm nv mark
han i boo i eje he ,	nv cm nv cm verb e mark
sin i gašan de bargiya ∅ ,	pn cm nv cm verb e mark
giya_jing ni dehi ilaci aniya ninggun biya i orin juwe de baha ha ,	nn cm nv nv nv nv nv cm nv nv cm verb e mark
minggan_mafa i jui conoko_taiji i harangga sibe i gašan de isina ci ,	nn cm nv nn cm nv nv cm nv cm verb e mark
